product_id,product_link,kegunaan,nama,,rating,harga,berat,tempat,image_src
1654092453-10,https://www.tokopedia.com/indriana-1/terbaru-insektisida-kontak-nararel-550-ec-500-ml-insektisida-ulat-gara?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,Terbaru Insektisida kontak Nararel 550 EC 500 ml insektisida ulat gara,,,177100,800 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/24/e85a5135-6929-46d4-a043-9ac7a7be33c4.jpg
1654092762-25,https://www.tokopedia.com/hitzkekinianku/insektisida-nararel-nara-rel-550-ec-400-ml-ulat-grayak-untuk-tanaman-p?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,Insektisida Nararel Nara rel 550 EC 400 ml ulat grayak untuk tanaman p,,,111000,400 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/4/5/4ffcf8b6-122a-4376-b21c-6fa7c9ba8d23.jpg
1654092308-3,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEosJOopHRHpyDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstpbm-7q3OBUsthos17HAKfHAn7bm-srcHi6srOHmFiy3zwrfo5rM1i6sH7oadN6AKN6mFiowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBve7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32VHO2JqRxgHjND_VPV81Y1Z9z6z77O3MjFoV2k1_-HuOBR_Ozg8JNWz_uguO1a_Bo-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3N6Hc-_Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_uo1peh_1zVH7NE392vuJJp_uzS8jB2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OE1_oHqMD7_7z0H7NEgpovuJ1a_jz0HjBXHA7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-V6Jx_rRzVHjOo39Cw_3x9QVPiQJOIQ3o96Ar7yOPt1u-Ry3yOQBxHzMzDqJW08sxmZJOIP9UFZJucyBV3zB1RrBVePOPi3VCp_Vgc13zq63oSZMu__JuIocuEQ9gmZB1fgSVUoBBpu3Yje3Ovu9VkP9zVgpn7uOCR_I1pzfgmzaUDUMVDgaUEUMVDPVY0g9BRQR-j9fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QopJObAefoAHDH_nf6u7DUMNwyfVXgcBjy9zB9fVjraUEH_nNbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEH_jdoAHDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUi-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUMBXrfu0PcBpq3zxUA1FHmCByaUDUSCaq3oB9f-2gmUEop1Fbm-SQfVD9fBjUstabm-0HMWwgcBpPcVXyfuwrfo5rM1i6snXHsJaosndHAnNo_rfopjRoAjDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_1NbsH_HAnOHs17HsrDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXosndoArOoAefopnhHAeN6I7?r=https%3A%2F%2Fwww.tokopedia.com%2Fmilkykushop%2Fbaycarb-500-ec-500-ml-insektisida%3Fsrc%3Dtopads&keywords=nararel+550+ec&dv=desktop&src=search&page=1&ob=23&management_type=1&t=desktop&is_search=1,Hispa,BAYCARB 500 EC 500 ML INSEKTISIDA,2,5,78000,600 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2021/10/15/f7b0405b-9c9e-44ff-a7ef-1c8b9706aaa6.jpg
1654092392-7,https://www.tokopedia.com/langgengagni/insektisida-ulat-grayak-nararel-550-ec-250-ml-obat-padi-bawang-merah?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,INSEKTISIDA ULAT GRAYAK NARAREL 550 EC : 250 ML OBAT PADI BAWANG MERAH,,,87500,472 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/5/24558f0c-d35d-43f2-b508-c2ae036ff751.jpg
1654092803-27,https://www.tokopedia.com/alfinawaludin/insektisida-nararel-550-ec-1-liter-obat-walangkaperulatuler?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,INSEKTISIDA NARAREL 550 EC 1 LITER OBAT WALANGKAPERULATULER,,,231000,1.200 Gram,Kab. Trenggalek,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2021/12/28/d985d1a7-d761-4f04-b722-e17a3a469a9a.jpg
1654092680-21,https://www.tokopedia.com/kmerch/insektisida-kontak-nararel-550-ec-100-ml-insektisida-ulat-garayak-kape?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,Insektisida kontak Nararel 550 EC 100 ml insektisida ulat garayak kape,,,60000,250 Gram,Kota Malang,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/28/f029ba0a-d886-4d64-b775-fd3d076f1908.jpg
1654092536-14,https://www.tokopedia.com/msatria-2/sale-insektisida-kontak-nararel-550-ec-500-ml-insektisida-ulat-garayak?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,Sale Insektisida kontak Nararel 550 EC 500 ml insektisida ulat garayak,,,169200,800 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/18/a64fbf13-27a6-4f05-8b5a-33c8e58902b0.jpg
1654092598-17,https://www.tokopedia.com/bocahtani1/nararel-550-ec?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,NARAREL 550 EC,,,47000,250 Gram,Kab. Lampung Tengah,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/10/1/38b057f0-6f93-4747-b30e-4441c8175165.jpg
1654092824-28,https://www.tokopedia.com/independenttani/insektisida-nararel-550-ec-kemasan-500ml-pembasmi-hama-ulat-dan-wereng?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,INSEKTISIDA NARAREL 550 EC KEMASAN 500ML PEMBASMI HAMA ULAT DAN WERENG,,,82000,530 Gram,Kab. Wonosobo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/12/b535dd2e-3f09-47ef-abdd-23f425666595.jpg
1654092742-24,https://www.tokopedia.com/alfinawaludin/insektisida-ulat-grayak-nararel-550-ec-250-ml-obat-padi-bawang?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,INSEKTISIDA ULAT GRAYAK NARAREL 550 EC : 250 ML OBAT PADI BAWANG,,,99000,1.200 Gram,Kab. Trenggalek,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2021/12/28/963d2e47-b2f0-4daa-9c7b-907b02bbe967.jpg
1654092495-12,https://www.tokopedia.com/ekajaya-4/insektisida-nararel-nara-rel-550-ec-400-ml-ulat-grayak-untuk-tanaman?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,INSEKTISIDA NARAREL /NARA REL 550 EC 400 ML ULAT GRAYAK UNTUK TANAMAN,,,101000,750 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/21/d6aa6302-55c8-4899-8201-7f1e5bfa5826.jpg
1654092433-9,https://www.tokopedia.com/kmerch/pembasmi-hama-insektisida-nararel-550-ec-400ml?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,pembasmi hama insektisida nararel 550 ec 400ml,,,120000,250 Gram,Kota Malang,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/30/2218673a-7f17-4a99-abd3-89168cfcb5ae.jpg
1654092329-4,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_U76_Hp6AJRbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHiFiPcBWgZUEH_yOoAndosnFomFiyRCsUsthHA1Fbm-xgVYpyfYagZUEHpypbsnNoAKDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_1o-r7BW_sCsQABE3BPc8ujagfBvq1BRZ3BRq3JausujHsBN3jyN8Bja69Bq17jfZ32Cq1hAZSuiHsuk3Bo-ojBkz_oqzcWd3_-6QJh9z9BvuJB7_jPoou22HAzqqBJa_VPgP7Y139x6Q11O3uPuHjN_Z9o-Q_BNyuPjrc-D63Wq3J-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7-Nys-ZHujp1MgxuOV2_fB-P7B2PfBiH72F3s-DPuKp_MYiH7-MyuPzq1Y2Z9P-q9P2yOx3QcoXQcgjz7gXyRB-ojBX_sCi17BpZ3N6qMUpZMhyHj2Nysoj8B2_Z_g-qjjO_1H7HjNEgpVo8jjh_BzVHjNEqRx-q9P2yp-6PMoWuMgsHBgtyfO6Q7BkQfBo8BBE_c2Co1NJypo6qjJa_1zVP7N1gfBM1_7YUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUstiz_xU1Ro7z_-o_uBF97Otufh9yMhozfOsupKRoco9qVVZPfVMo3Ny_JgjQcxbqRtdejxozRuaHJxVzM-zujguoR-z1IP9yBxer7h3zBVj3sBsg72B17hVzpzB8MOfej2uoMghZAggrOu5gJVW_OuhqSu7z3rFoVPeP7hOH7PMejribm-xQcri6i-xQIzwqfuNPfYagVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3prhoZF7osepbAJFosBPbm-X9foxQMz2gcV7guYxgIHi6sJF6ZFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJN6Aepbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUi9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-2QSoBqRz2rfBjyZnOHAnKg3Hibm-FrMBsguYiq3ei6sJFo_nDUMP5y3hwq3ei6sUDUMDaqOYjq9o7y3NsguYpyfYagZUEHmdaH_UfHAKFHAjOopyR6_r76ZFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstOopnX6Anp6Ayp6_17oAjfomFir9uBrSBwrMuDrMVXqOYpyfYagZUEHmdOopUFo_Jd6AURoAHdHp17we?t=desktop&dv=desktop&ob=23&management_type=2&r=https%3A%2F%2Fwww.tokopedia.com%2Fpetanipahlawanku%2Fcuracron-500-ec-100-ml-insektisida-obat-hama%3Fsrc%3Dtopads&src=search&is_search=1&keywords=nararel+550+ec&page=1,Hispa,CURACRON 500 EC 100 ml ( Insektisida obat hama ),,,35000,150 Gram,Kab. Pati,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/8/29/79a24a6a-b6a0-46e9-af12-4fbf66f9fd84.jpg
1654092888-31,https://www.tokopedia.com/lohjinawi-mart/insektisida-kontak-nararel-550-ec-250-ml-insektisida-ulat?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,Insektisida kontak Nararel 550 EC 250 ml insektisida ulat,,,55000,325 Gram,Kab. Ponorogo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/11/25/071439cb-2a82-4539-808f-407b022b2d1a.png
1654092701-22,https://www.tokopedia.com/namirababys/nararel-550-ec-400-ml?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,nararel 550 EC 400 ML,,,79000,600 Gram,Kab. Nganjuk,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/16/567be70e-47e0-421e-ba75-ca7bf93fcf5e.jpg
1654092412-8,https://www.tokopedia.com/bigbo-1/insektisida-nararel-550-ec-1-liter-obat-walang-kaper-ulat-uler?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,INSEKTISIDA NARAREL 550 EC 1 LITER OBAT WALANG/KAPER/ULAT/ULER,,,208000,750 Gram,Kota Medan,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/4/47141ff9-2725-4a46-a81a-486260f12044.jpg
1654092867-30,https://www.tokopedia.com/independenttani/insektisida-nararel-550-ec-kemasan-250-ml-pembasmi-hama?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,INSEKTISIDA - NARAREL 550 EC KEMASAN 250 ML PEMBASMI HAMA,,,49500,350 Gram,Kab. Wonosobo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/12/e7f5c242-7487-4937-9965-b8dcfdf8ee24.jpg
1654092783-26,https://www.tokopedia.com/alfinawaludin/insektisida-nararel-550-ec-400-ml-obat-walangkaperulatuler?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,INSEKTISIDA NARAREL 550 EC 400 ML OBAT WALANGKAPERULATULER,,,137000,1.200 Gram,Kab. Trenggalek,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2021/12/28/ac79ce0e-d7d2-4d69-93d2-cee7fa54afa1.jpg
1654093016-33,https://www.tokopedia.com/lohjinawi-mart/insektisida-kontak-nararel-550-ec-500-ml-insektisida-ulat?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,Insektisida kontak Nararel 550 EC 500 ml insektisida ulat,,,90000,625 Gram,Kab. Ponorogo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/11/25/8531b80e-d42d-463f-850e-1320ae5cdc13.png
1654092557-15,https://www.tokopedia.com/kurniajayaid/promo-insektisida-kontak-nararel-550-ec-500-ml-insektisida-ulat-garaya?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,Promo Insektisida kontak Nararel 550 EC 500 ml insektisida ulat garaya,,,177500,800 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/19/2556e57a-31c9-41bb-83eb-40ce3d2e494d.jpg
1654092291-2,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_1FHpKNopnabm-xgVY789CBUsthbm-FQRo2PcB5QiUEomFiPcBWgZUEH_yOoAndosnFomFiyRCsUstRHAnDUMVj9RosQR-BUstpHpjXopnN6_yDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_32uq1hAZM2jZJ2Myp-3qcoW_MY-qMY2_1o-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2Z9x6HBJO_uP6qB2_H3xoqMWN_VzZqjY939zvzOjF_MjhQ1OJqp-ouV2t_OPcQJNku3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZS2jzpC2_JoG8Bja69BqusB2yf7NHfHau3Bvq1BE_1zuP1NkZ_z68MoN_jz-8JNk1_C617BpZ3N6qMUpZMhyH7ND3uxGqMVAZ_g-qjOE_OH7H7OJqpu6qjOR_Bz0oJNEqp--QsnYUiFiP9oBrBY2gmUEUsnibm-pg9opq3YX9fBjUstiz_xU1Ro7z_-o_uBF97Otufh9yMhozfOsupKRoco9qVVZPfVMo3Ny_JgjQcxbqRtdejxozRuaHJxVzM-zujguoR-z1IP9yBxer7h3zBVj3sBsg72B17hVzpzB8MOfej2uoMghZAggrOu5gJVW_OuhqSu7z3rFoVPeP7hOH7PMejribm-xQcri6i-xQIzwqfuNPfYagVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pjdomFhos17bAJfo_PPbm-X9foxQMz2gcV7guYxgIHi6sJF6ZFiy3-wPcupPmUEUjdibm-FQRo79fVDgaUEUMoFyOYpqcYF9RuXrZUDUSgBrSo2Qfdi6i-fHiUDUMoDP9o7g9-wq3zwPsUi6sJN6Aepbm-sy9zBgfYa8uYpP3PSg9o79fV7PI-2ySu7gZUE3aUi9ZFiy3h7g9-Xy9zB9fWB89P5rMei6i-2QSoBqRz2rfBjyZnOHAnKg3Hibm-FrMBsguYiq3ei6srFHmFigfYxQVY2gmUEHiFiqp-09fz2rRzxQMoB9RosQR-BUstFbsUhHsyF6AnF6_1RosrNopeNbm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6s17Hid7osUOHsJ7HsU7Hsydbm-hP3ua8uYag3hay3N09RosQR-BUstFbs1NosK7HAUFHsKF6AHdHAVY?is_search=1&ob=23&t=desktop&dv=desktop&keywords=nararel+550+ec&page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fbasfpetanisejahtera%2Finsektisida-fastac-15-ec-500ml%3Fsrc%3Dtopads&src=search&management_type=2,Hispa,Insektisida Fastac 15 EC - 500ml,7,4.7,64500,600 Gram,Kota Tangerang,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/2/209d369d-fa2b-42fd-8cc7-b4d77d5e5639.jpg
1654092270-1,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEopH7oArdHpjDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstObm-7q3OBUsthos17HAKfHAn7bm-srcHi6srOHmFiy3zwrfo5rM1i6sHpoidOoAUNoaFiowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9P-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ32VHO2JqRxgHjND_VPV81Y1Z9z6z77O3MjFoV2k1_-HuOBR_Ozg8JNWz_uguO1a_Bo-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3N6Hc-_Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_zv1pzE_Bzg8jOkyo8BBE_1zsHJN_Z9o-QjNkysoGQVKp_Mhg3J2ky1o-ojBk_926q_eh_jz-o1Nk19PozJJO_S2s8jBXHA7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-V6Jx_rRzVHjOo39Cw_3x9QVPiQJOIQ3o96Ar7yOPt1u-Ry3yOQBxHzMzDqJW08sxmZJOIP9UFZJucyBV3zB1RrBVePOPi3VCp_Vgc13zq63oSZMu__JuIocuEQ9gmZB1fgSVUoBBpu3Yje3Ovu9VkP9zVgpn7uOCR_I1pzfgmzaUDUMVDgaUEUMVDPVY0g9BRQR-j9fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2QopJObAefoAHDH_nf6u7DUMNwyfVXgcBjy9zB9fVjraUEH_nNbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEH_jdoAHDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUi-Pbm-xQIzBrMNxPcuwqfuNPfYagmUEUMBXrfu0PcBpq3zxUA1FHmCByaUDUSCaq3oB9f-2gmUEop1Fbm-SQfVD9fBjUstabm-0HMWwgcBpPcVXyfuwrfo5rM1i6snXHsJaosndHAnNo_rfopjRoAjDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEo_H7bsraosyNo_jFopHOopjDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXo_Kd6AKF6Ajfo_ydHsjdHR7?ob=23&src=search&keywords=nararel+550+ec&management_type=1&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fmilkykushop%2Fmarshal-200-ec-500-ml-insektisida-akarisida%3Fsrc%3Dtopads&is_search=1&page=1&t=desktop,Hispa,MARSHAL 200 EC 500 ML INSEKTISIDA AKARISIDA,44,4.8,94000,600 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2021/10/25/35238a8e-8372-4f1a-b57f-c5088323b65c.jpg
1654092846-29,https://www.tokopedia.com/independenttani/insektisida-nararel-550-ec-100-ml?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,INSEKTISIDA - NARAREL 550 EC ( 100 ML ),,,29000,130 Gram,Kab. Wonosobo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/1/12/7d6f9f56-c47b-4abe-aa98-ed09e945f9d0.jpg
1654092908-32,https://www.tokopedia.com/lohjinawi-mart/insektisida-kontak-nararel-550-ec-100-ml-insektisida-ulat?extParam=ivf%3Dfalse%26src%3Dsearch,Hispa,Insektisida kontak Nararel 550 EC 100 ml insektisida ulat,,,30000,200 Gram,Kab. Ponorogo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/11/25/df0d6a07-2cef-4a39-8b96-807272a55173.png
1654080631-71,https://www.tokopedia.com/azwaroutlet/insektisida-chlormite-400-ec-racun-hama-pertanian-dgw-200-ml-original?extParam=ivf%3Dfalse,Hispa,insektisida chlormite 400 EC racun hama pertanian DGW 200 ml original,1,5,50000,400 Gram,Kab. Cirebon,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/12/7/a9c06fea-1a1e-4e95-8c4b-40c46308e51e.jpg
1654080553-67,https://www.tokopedia.com/petanijk/insektisida-ulat-grayak-chlormite-400-ec-200-ml-terlaris?extParam=ivf%3Dfalse,Hispa,INSEKTISIDA ULAT GRAYAK CHLORMITE 400 EC - 200 ML -TERLARIS,,,66000,400 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/14/66b9c385-08fe-401a-aa49-71dd35cd343d.jpg
1654077118-8,https://www.tokopedia.com/arabellashopping/sale-insektisida-ulat-grayak-chlormite-400-ec-500-ml?extParam=ivf%3Dfalse,Hispa,SALE INSEKTISIDA ULAT GRAYAK CHLORMITE 400 EC - 500 ML,,,177000,507 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/3/13/9ca5f678-d060-4ac6-bd54-95218c41146e.jpg
1654077158-10,https://www.tokopedia.com/arabellashopping/new-insektisida-ulat-grayak-chlormite-400-ec-500-ml?extParam=ivf%3Dfalse,Hispa,NEW INSEKTISIDA ULAT GRAYAK CHLORMITE 400 EC - 500 ML,,,177000,536 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/3/20/516ed2a6-cb61-477a-9d7b-b30a26c01dcf.jpg
1654077281-16,https://www.tokopedia.com/bacultani/chlormite-400-ec-100-ml-insektisida-pembasmi-ulat-grayak?extParam=ivf%3Dfalse,Hispa,CHLORMITE 400 EC 100 ML INSEKTISIDA PEMBASMI ULAT GRAYAK,,,30000,500 Gram,Kab. Brebes,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2021/1/22/0e6060df-e4a3-484f-bb2c-08230e4dba91.jpg
1654079609-21,https://www.tokopedia.com/tutors/sale-insektisida-chlormite-400-ec-400ml-mengendalikan-hama-ulat-pada?extParam=ivf%3Dfalse,Hispa,Sale insektisida CHLORMITE 400 EC 400ml mengendalikan hama ulat pada,,,126900,300 Gram,Kab. Semarang,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/4/26/02386f39-cf85-405d-afec-ce25bdaa3856.jpg
1654079933-37,https://www.tokopedia.com/smallharga/paling-laris-insektisida-chlormite-400-ec-400ml-mengendalikan-hama?extParam=ivf%3Dfalse,Hispa,Paling laris insektisida CHLORMITE 400 EC 400ml mengendalikan hama,,,128400,300 Gram,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/29/a6c7296f-c8ae-414d-a1e4-fa2af301578f.jpg
1654077199-12,https://www.tokopedia.com/pangestufashion/insektisida-chlormite-400-ec-kemasan-500ml?extParam=ivf%3Dfalse,Hispa,INSEKTISIDA CHLORMITE 400 EC Kemasan 500ml,,,119000,250 Gram,Kota Malang,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/9/aa6f9cb4-8568-4c26-a2c6-1dc721585fab.jpg
1654079671-24,https://www.tokopedia.com/lohjinawi-mart/insektisida-chlormite-400-ec-400-ml?extParam=ivf%3Dfalse,Hispa,Insektisida Chlormite 400 EC 400 ml,,,73000,500 Gram,Kab. Ponorogo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/5/29/686a03d6-7e51-4431-9b0a-79d80c3d484e.png
1654080058-43,https://www.tokopedia.com/hamzahelektronik-1/chlormite-400-ec-1-liter-1-l-insektisida-pembasmi-ulat-grayak-murah?extParam=ivf%3Dfalse,Hispa,CHLORMITE 400 EC 1 LITER 1 L INSEKTISIDA PEMBASMI ULAT GRAYAK Murah,,,300300,980 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/1/6/8f926ded-23f8-4b95-9b59-71c46e83fd63.jpg
1654080573-68,https://www.tokopedia.com/bacultani/chlormite-400-ec-1-liter-1-l-insektisida-pembasmi-ulat-grayak?extParam=ivf%3Dfalse,Hispa,CHLORMITE 400 EC 1 LITER 1 L INSEKTISIDA PEMBASMI ULAT GRAYAK,4,4.5,150000,1.100 Gram,Kab. Brebes,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2021/1/22/ffbd587f-550f-436d-8451-c5a558ec1145.jpg
1654080402-60,https://www.tokopedia.com/gardenki/insektisida-ulat-grayak-chlormite-400-ec-200-ml-terlaris?extParam=ivf%3Dfalse,Hispa,INSEKTISIDA ULAT GRAYAK CHLORMITE 400 EC - 200 ML TERLARIS,,,67000,400 Gram,Kab. Bekasi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/21/366fdef7-822b-4290-bb6c-4e8b29e28bce.jpg
1654080278-54,https://www.tokopedia.com/nanaolsh2/promo-chlormite-400-ec-900-ml-limited?extParam=ivf%3Dfalse,Hispa,Promo CHLORMITE 400 EC 900 ML Limited,,,188500,2.000 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/4/1/a1aebb26-0943-4f4a-ac67-b7f43808d755.jpg
1654080037-42,https://www.tokopedia.com/janustored/chlormite-400-ec-1-liter-1-l-insektisida-pembasmi-ulat-grayak-ori?extParam=ivf%3Dfalse,Hispa,CHLORMITE 400 EC 1 LITER 1 L INSEKTISIDA PEMBASMI ULAT GRAYAK ORI,,,329000,200 Gram,Jakarta Selatan,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/24/4cad2a9f-d3f7-4a40-820f-251e72b53578.jpg
1654080652-72,https://www.tokopedia.com/indotanilestari/chlormite-400-ec-insektisida-kemasan-100-ml?extParam=ivf%3Dfalse,Hispa,"Chlormite 400 EC ,insektisida ,kemasan 100 ml",,,32500,100 Gram,Kota Pontianak,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/8/12/782e64a0-223f-464e-856c-22ef32b4dcb1.jpg
1654080669-73,https://www.tokopedia.com/mitratanibwi/insektisida-chlormite-400-ec-400ml?extParam=ivf%3Dfalse,Hispa,Insektisida Chlormite 400 EC 400ML,4,5,65000,500 Gram,Kab. Banyuwangi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/9/30/3e2f7be6-fe56-4bb3-9035-71cc4811ee20.jpg
