product_id,product_link,kegunaan,nama,,rating,harga,berat,tempat,image_src
1653394083-3,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_nOH_Jdo_yfbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_KDUSz2Q31i6sJfo_Hp6_H7o_HDUMoFyaUEoAnFbm-xgVYpyfYagZUEH_JNomddH_Kfbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qj20_BPVP7O9__oHuJNW__-oPJNJe_oqepnO_1zSH1h1ZMxquczk_3O-81daZ_Vg81BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PNyjrNHfgU8IooH_xd_M2uHfgU8IoouRxfgAod6VjaZ3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9B6ucPO_BzgHJN1ypuozVJp_jz-o1B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OEe92HqjVN_32s81N1yRx6qBJh_92Vq3gzv_7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-v9RxgqOggPJz5zIzV_1zpPBYJq7g_PAxZqBxeQ7VDzszpu7uIzMHMoNQS-IgVeWqOPkP_P1o3Bd81Wmy3x-guVzb_Bp_fNorf20_OJNzJHNr3BNzcJRrVPS_jxwuAgJyOgqzuo-9RBSqAohy1-W6cxg1jWi1sgB3V2-132HQiUDUMVDgaUEUMWB89P5rMzwPcYwrI-5gIusPVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pjdomFhos17bAJfo_PPbm-X9foxQMz2gcV7guYxgIHi6sHNbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHsehHAHDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsJfo_ribmUpoi-Pbm-FrMBsguYiq3ei6seFHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstaH_HFbsyFHpKpoAnaopyNo_1DUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXopKpHsnaopyRHpraH_HhHR7?t=desktop&keywords=filia+525se&dv=desktop&src=search&page=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fpasartani45%2Famistartop-325sc-250ml-fungisida%3Fsrc%3Dtopads&is_search=1&management_type=1&ob=23,Leaf Blast,Amistartop 325sc 250ml Fungisida,61,4.6,184000,250 Gram,Kab. Probolinggo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/3/25/d416e738-cab6-419f-9a25-bc613e92876d.jpg
1653394814-35,https://www.tokopedia.com/intanstored/filia-525se-250ml-fungisida-mengendalikan-blast-teklik-busuk-batang?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,FILIA 525SE 250ML fungisida / mengendalikan blast teklik busuk batang,,,277000,200 Gram,Kota Depok,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/18/cca8fadb-a8d2-4c28-bedf-9641688d9aa2.jpg
1653394579-21,https://www.tokopedia.com/intanstored/filia-525se-250ml-fungisida-blas-padi-ori?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,FILIA 525SE 250ML Fungisida Blas Padi ORI,,,206000,200 Gram,Kota Depok,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/24/8dbdcdf2-171b-4a2d-a423-182c1f42d170.jpg
1653402834-67,https://www.tokopedia.com/storesuper01/filia-525se-50ml?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Filia 525se (50ml),12,4.7,25000,60 Gram,Kab. Probolinggo,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/12/1/1bfcaea9-2a57-496d-ae0f-ed99c61b7c36.jpg
1653396961-55,https://www.tokopedia.com/exisstore-1/filia-525se-250ml-fungisida-trisikalazol-propikonazol-cegahbdan?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Filia 525SE 250ml | Fungisida trisikalazol + propikonazol | cegahbdan,,,185000,750 Gram,Kab. Bekasi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/18/31125b15-b297-4abd-84de-cd97914d98b3.jpg
1653394476-15,https://www.tokopedia.com/crimsonshopp/filia-525se-250-ml?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Filia 525Se 250 Ml |,,,152000,500 Gram,Jakarta Timur,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/13/4bf92885-719a-4951-b225-6ac273ea2ed5.jpg
1653394512-17,https://www.tokopedia.com/abiroma-1/fungisida-filia-525se-syngenta-250ml?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Fungisida Filia 525Se Syngenta 250Ml -,,,157000,500 Gram,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/4/21cd505b-d389-4016-a4c1-b402db68530c.jpg
1653394612-23,https://www.tokopedia.com/fostm/terbaik-filia-525se-syngenta-250ml?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Terbaik Filia 525SE Syngenta 250ml,,,198800,1.200 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/3/14/6f45914d-b58c-41a5-aedc-0378aac441b5.jpg
1653394764-32,https://www.tokopedia.com/crimsonshopp/fungisida-filia-525se-250-ml?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Fungisida Filia 525Se 250 Ml |,,,197000,500 Gram,Jakarta Timur,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/13/25c9ecef-b9ee-4340-88a2-547ef3e670a4.jpg
1653401049-64,https://www.tokopedia.com/tanimajujaya/fungisida-filia-525se-50-ml?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Fungisida Filia 525SE 50 ml,15,5,27000,150 Gram,Kota Malang,https://images.tokopedia.net/img/cache/100-square/product-1/2019/8/19/23826811/23826811_88356e90-88aa-4598-9dae-aece4083e5a2_1181_1181
1653394629-24,https://www.tokopedia.com/nanistored/filia-525se-250-ml-250ml-fungisida-untuk-penyakit-blas-ori?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Filia 525SE 250 ml 250ml fungisida untuk penyakit blas ORI,,,190000,200 Gram,Kota Bekasi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/19/94a58e2c-1cfd-461a-9a79-fdab572e9bad.jpg
1653394341-7,https://www.tokopedia.com/fostm/promo-filia-525se-syngenta-250-ml?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Promo Filia 525se syngenta 250 ml,,,200500,980 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/3/14/ad0db240-f0fb-4574-99bb-2bf84dc4a226.jpg
1653395767-47,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6_rf6_eOH_yDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUsthomFiPcBWgZUEH_yOHpHNHpeOHaFiyRCsUsthHp1Fbm-xgVYpyfYagZUEH_HdHZd7oArdbm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-8jONoI2o8jOE_92o8jOE_92o8jOE_9B-r7BWPchB3czfyfOZgMHa_SgsQuu2_fB-P7B2PfBiQ_BO3_-uq1Y2Z9BqzVgt_1zcqjNNHI2qqjNk_VzzP7da19zvuJJ7_BHF8uB9u_og8j22_32jq1N9_3BHe72fyfODQMV9o3gqzOgR3A-Dq7BkQfBoe7BpZ37N83V9gICiQABRyf7Nqfz9_sCyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D692xzpBR3A-Dq7BkQfBoe7BpZ3NcHu2yZsuyHO-t3sooq1Y2ZSooQ9xfgAod6c-J_MgouVjh_sod6c-JzSoiHfedgjP6q1B2PfBsHjNfyfO3gBBXZSgjH7NDZ325q1OEz_VHqBBR_OzV81N1ypo6zJ1O_1zuH1B2PfBsHjNfyfO3gMHauMxsQ1N5Z325q1OEu9PHqj7h_jzuP7NJZ_z6ucra_S2SH1BXHA7ibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-v9RxgqOggPJz5zIzV_1zpPBYJq7g_PAxZqBxeQ7VDzszpu7uIzMHMoNQS-IgVeWqOPkP_P1o3Bd81Wmy3x-guVzb_Bp_fNorf20_OJNzJHNr3BNzcJRrVPS_jxwuAgJyOgqzuo-9RBSqAohy1-W6cxg1jWi1sgB3V2-132HQiUDUMVDgaUEUMWB89P5rMzwPcYwrI-5gIusPVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pjdomFhos17bAJfo_PPbm-X9foxQMz2gcV7guYxgIHi6sHNbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHsehHAHDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsJfo_ribmUpoi-Pbm-FrMBsguYiq3ei6sJpo_nDUMP5y3hwq3ei6sUDUMg2QMVD9R-BQI-xQMWwy3zpyfYagZUEHse76mdaoAHFHsrR6An76_rDUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXopraHsUN6A1FHsjaHsnO6mFirMVXqOYig9o79RoBQchBriUEo_CY?t=desktop&dv=desktop&r=https%3A%2F%2Fwww.tokopedia.com%2Fchandafarm%2Famistartop-325sc-50ml-fungisida-anti-jamur-plus-zpt%3Fsrc%3Dtopads&src=search&management_type=2&keywords=filia+525se&is_search=1&page=1&ob=23,Leaf Blast,Amistartop 325SC 50ML Fungisida Anti Jamur Plus ZPT,236,4.9,55000,100 Gram,Kota Depok,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/9/2/c42fda40-cb14-4264-a2f0-ba138859ea1c.jpg
1653394495-16,https://www.tokopedia.com/lapakbrisa/sisa-1-filia-525se-250ml-fungisida-syngenta-250-ml-jamur-original-l-b?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Sisa 1 Filia 525Se 250Ml Fungisida Syngenta 250 Ml Jamur Original |L.B,,,147000,450 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/3/31/c58a8d08-34d0-404c-b5ee-46d40a8500f2.jpg
1653395786-48,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_n76_eR6_URbm-xgVY789CBUsthbm-FQRo2PcB5QiUEH_HDUSz2Q31i6sJfo_Hp6_H7o_HDUMoFyaUEH_HOHmFiy3zwrfo5rM1i6sJ7HpnXHsefoiFiowQcYSUstig9BGqMzUZMggQj2fgAo6QJBkQfBoe7BpZ3O6HcoD692qu7gN3_-Sq1Y2Z9xoe7BpZ3O7QcuygIgsQu-Myp-6PMoWu3Bvq1BRZ3BRq3-W69ugHBu2_fB-8u2JuMxozJgk_SjF8B2k_M2HuVVR_s-zPJY1e_z61pCN3uPuHOBEZMBoqMz2_BPoq1hAZSgsQ3hXyurOgB2IuSPyHMh0Z325q1OAZ9o-Q_BNyuPjrc-D69PsQ_B0gVP6HVKaQcW-qMY2_1o-r7BW69BxufzFyMFN8MVI69PyHMh0Z325q1OAZ9o-Qjyh3BxGouKp1MxqH7O2_fBGr7OW8IgjHRKdyjz6gjO13_V6HRKdyjzcrfUpgAxMz7N2Z3BRq3Ha_SgsQugM33NGPMep_Mh-qMY2_92o8JhkqozV1a_OzCHJOk192vuVjaZ3BRq3Ha_SgsQugMyp-3qcoW_MY-qMY2_92g81hkyR2ozV1a_920P7OkgRxozcP2gBJYvZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUjYw8VB0uBB7zcYJPJuozIof97z0zBo76V-k3VC5e3hcoIo9zpo1PcyayRBXrjPjumO0uf2OoOeOq9xNZ7-xqJBB1uJW69ovQjOpqMWv1_BJepBhq9BJy_PFufP6ZVY1ojzsuB2V17Bw83PtHRVxeM7dqVBZZf-ZoMuy3jBzqjhXUiFiy3hSUstiqfuNPfYagVY7QOYFrMYjP3o79fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2Q6_K7bAJfo_eDH_yOoO7DUMNwyfVXgcBjy9zB9fVjraUEHpjDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUsth6_K7HaFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiH_yOoaUDUsHfUB7DUSCaq3oB9f-2gmUEH_HOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstaoAr7bs1aH_KfosUf6_yhHs1DUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXopHFH_Hfo_JpopJFHAUawe?t=desktop&dv=desktop&keywords=filia+525se&ob=23&management_type=2&r=https%3A%2F%2Fwww.tokopedia.com%2Fcpro-2%2Famistar-top-325-sc-250-ml-fungisida-syngenta-amistartop%3Fsrc%3Dtopads&src=search&is_search=1&page=1,Leaf Blast,Amistar top 325 SC 250 ml fungisida syngenta Amistartop,245,4.8,190300,250 Gram,Kab. Malang,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/1/1/6a729054-39db-499a-a4bc-24450ca9a5b0.jpg
1653394797-34,https://www.tokopedia.com/joesjoss/filia-ml-syngenta-250-525se?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Filia ml syngenta 250 525se,,,202200,500 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2021/7/6/4c80d859-35bc-4bf3-8088-4d826f4d884d.jpg
1653394747-31,https://www.tokopedia.com/larista-1/filia-525se-250ml-fungisida-obat-pembasmi-jamur-pada-tanaman?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Filia 525SE 250ml Fungisida Obat Pembasmi Jamur pada Tanaman,,,188000,750 Gram,Jakarta Selatan,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/26/1163618e-2326-4cde-8201-0675c9abb4c2.jpg
1653394663-26,https://www.tokopedia.com/tokotempuran-1/pnu-filia-525se-syngenta-250ml-harga-hemat?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Pnu Filia 525Se Syngenta 250Ml Harga Hemat,,,273500,370 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/4/14/913c4eb5-9fa9-400a-9ca7-afb18948aba8.jpg
1653395750-46,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEopHhHsjf6_nDUMVj9RzNrc1i6sJDUSC5rfB7q3YXUsthoZFiPcBWgZUEH_yOHpHNHpeOHaFiyRCsUstfHAnDUMVj9RosQR-BUsthHpURbsJhopJDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_uzoP1OE_92o8jOE_92o8jOE_92o8j7FZ3BRqujp1SByH7ND3uxGqMVAZ_g-qBV2_JoGrB2yQAoiH7203Ao6qMUpZMh-qMY2_1o-r7BWo9giQ1NDZ325q1OW1_VguJVd392sPJ7a392g8_nF_1zjq7h1qvzVu7_3OcQJda_9Bgqjjp3323qjB2PfBiH72F3s-DPuKa1MhszsBF3jo-ojBke3BHe72fyfODQMV9o3gsZJ2f3jx3qMzc69Cqe7jfZ32Cq1hAZSgsQ3hXyurOgMHaqIgszsBF3jo-ojBke3BHe72dgVP383u36_CgufzEZ325q3-JZSoiHfedgjPR8BxEz_-6ucedgjPR8c-I6_oMZIxk33B-r7BX_M2iH72D3A-G83UpgI2q17jfZ32-o1NAoACvuVVd_Oz-8jOJgRx6qjBR_jo-r7BX_M2iH72D3Ao6QVByZM2xe7jfZ32o8jN2oAV68B1F_Bz-oJOEu_V6zcrFZ3dFvZUDUSupg9-wq3ei6iUFUiFirfuprfB5QBY2gmUEUjYw8VB0uBB7zcYJPJuozIof97z0zBo76V-k3VC5e3hcoIo9zpo1PcyayRBXrjPjumO0uf2OoOeOq9xNZ7-xqJBB1uJW69ovQjOpqMWv1_BJepBhq9BJy_PFufP6ZVY1ojzsuB2V17Bw83PtHRVxeM7dqVBZZf-ZoMuy3jBzqjhXUiFiy3hSUstiqfuNPfYagVY7QOYFrMYjP3o79fzBgMVOQIeibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2Q6_K7bAJfo_eDH_yOoO7DUMNwyfVXgcBjy9zB9fVjraUEHpjDUMVi9RzBrRei6i-6UiFircYpPVYxQcri6i-srcowrfx5rVYOQSJibm-fg9-pq3YXUstiPsUibm-sQIupPcua9fBj9RyaUstaoAJFHaFiyfV7g3P5rSBwrRuSgfupPVYxPIzaq3-OPc1i6BDiH_yOoaUDUsHfUB7DUSCaq3oB9f-2gmUEosnFbm-SQfVD9fBjUstabm-Mq3NxQVYag3hay3N09fVjrfo5rM1i6sUpHAKXos1aH_jd6_nNHs1Nbm-hP3ua8uYag3hay3N09RosQR-BUstFbs6_1N6_efosHaHpKOHsuY?t=desktop&dv=desktop&management_type=1&is_search=1&ob=23&r=https%3A%2F%2Fwww.tokopedia.com%2Ftanibekasi%2Fbakterisida-fungisida-bactocyn-isi-200ml%3Fsrc%3Dtopads&keywords=filia+525se&page=1&src=search,Leaf Blast,Bakterisida & Fungisida Bactocyn isi 200ml,87,5,66000,300 Gram,Kota Bekasi,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/12/18/c373cb74-47ef-494c-b9be-f50a6d111052.jpg
1653401199-65,https://www.tokopedia.com/srimulya-tani/fungisida-filia-525se-50ml?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,fungisida filia 525se - 50ml,3,3.7,33000,430 Gram,Kab. Indramayu,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/2/17/bdddcbfa-a84b-4298-86c4-01d086229376.jpg
1653396911-52,https://www.tokopedia.com/agro-mandiri/fungisida-filia-525se-50-ml-obat-jamur-bercak-daun?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Fungisida Filia 525SE 50 ml Obat Jamur Bercak Daun,2,5,34000,100 Gram,Kota Balikpapan,https://images.tokopedia.net/img/cache/100-square/product-1/2020/9/1/71184301/71184301_91721636-b02d-434f-a139-a0566f27eb64_933_933
1653394781-33,https://www.tokopedia.com/archive-pusatcelanwst-1630682510/cod-filia-525se-250-ml-kode-u161?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Cod Filia 525Se 250 Ml [Kode U161],,,279000,450 Gram,Jakarta Timur,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/20/a0b56b57-9e29-4813-a187-3d556d9a8b37.jpg
1653393584-1,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUEH_nhosHRo_Khbm-xgVY789CBUsthbm-FQRo2PcB5QiUEHsnDUSz2Q31i6sJfo_Hp6_H7o_HDUMoFyaUE6A1Fbm-xgVYpyfYagZUEH_Ua6mddo_jObm-pHOYDQfri6i-B812kgJxGgBBXZSgjH7NDZ325q1OAZ9o-Q1dFyfFN8B29zSBgHMP2_fB-P7B2PfBxHByOgAUN8u2c692gHsBN3Bo-ojBke3BHe72OysUOqB2_Z_g-qj20_BPVP7O9__oHuJNW__-oPJNJe_oqepnO_1zSH1h1ZMxquczk_3O-81daZ_Vg81BpZ37N83V9gICiQAB03BxmgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Aom83Ua1sVgHO-MyuPzq1Y2Z9P-q9P2ysoGrVtaQIuyH7N5ysomgMV913Bvq1BRZ3BRq3oyuMhsQMhMgJPcQMoNZ_g-Q9PNyjrNHfgU8IooH_xd_M2uHfgU8IoouRxfgAod6VjaZ3BHe72E3_UN8u2363BsQ_jpyp-uq1Y2Z9B68BBO_BzSHjNJe9xo8jON_92V81OE_3BHe72E3_UN8u23692qu7gN3_-Sq1Y2Z92ouJuO_M2uH1Y1ypCvuJJO_32V8jO_Zsjibm-Orfua9fBjUstiHmUDUSoBrRo2QfNwq3ei6i-v9RxgqOggPJz5zIzV_1zpPBYJq7g_PAxZqBxeQ7VDzszpu7uIzMHMoNQS-IgVeWqOPkP_P1o3Bd81Wmy3x-guVzb_Bp_fNorf20_OJNzJHNr3BNzcJRrVPS_jxwuAgJyOgqzuo-9RBSqAohy1-W6cxg1jWi1sgB3V2-132HQiUDUMVDgaUEUMWB89P5rMzwPcYwrI-5gIusPVYjg3gxP3h7UiFiQSuWyMua9fYM9fVjraUEHsnDUMNOQ3-BrBYxgIowrMuhUstaHmFiyfV79fBjraUE3pjdomFhos17bAJfo_PPbm-X9foxQMz2gcV7guYxgIHi6sHNbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEHsHfHpKDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsJfo_ribmUpoi-Pbm-FrMBsguYiq3ei6sKOHmFigfYxQVY2gmUEHiFigMBXy3hwrMuDrMVXqOYxgIosQR-BUstaH_JObsHp6_epoAndHpKh6_1DUSVOg9-N9R-BQI-xQMWwrfo5rM1i6snXopUhHpK7HsKf6AKFoAjpHS7?page=1&ob=23&src=search&is_search=1&management_type=1&dv=desktop&keywords=filia+525se&r=https%3A%2F%2Fwww.tokopedia.com%2Fantafunyfarm%2Fherbisida-roundup-486-sl-dari-monsanto-200-ml%3Fsrc%3Dtopads&t=desktop,Leaf Blast,Herbisida Roundup 486 SL dari Monsanto 200 ml,64,4.9,34000,270 Gram,Kota Bandung,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/4/6/c88cfb96-fcab-4cf4-bfd0-7f97b26be51b.jpg
1653394596-22,https://www.tokopedia.com/happy-alona/ss-new-promote-filia-525se-250-ml?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,SS New Promote Filia 525SE 250 ml,,,347000,658 Gram,Jakarta Pusat,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/4/15/d832c447-32a4-4a5c-b798-28c8cf49f20c.jpg
1653394424-12,https://www.tokopedia.com/morashop-1/fungisida-filia-525se-250ml-syngenta-ori?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,FUNGISIDA FILIA 525SE 250ML SYNGENTA ORI,,,242000,200 Gram,Jakarta Selatan,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/4/24/2ec14e66-c9d3-49b4-a90e-eacad8694c97.jpg
1653385373-161,https://www.tokopedia.com/petanijk/fungisida-dennis-75wp-100-gram-terlaris?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,FUNGISIDA DENNIS 75WP - 100 GRAM -TERLARIS,,,66000,400 Gram,Jakarta Barat,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/5/14/381c59f9-dbdc-42f1-b54c-e2d4ed9c1727.jpg
1653385008-143,https://www.tokopedia.com/tasbihatani/dennis-75wp-fungisida-blast-kresek-dan-potong-leher-padi?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,DENNIS 75WP FUNGISIDA BLAST KRESEK DAN POTONG LEHER PADI,,,49000,300 Gram,Kab. Lamongan,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/22/82942363-d66c-4974-91d9-c138f61b2834.jpg
1653385092-147,https://www.tokopedia.com/pangestufashion/fungisida-dennis-75wp-250gr?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,FUNGISIDA DENNIS 75WP 250GR,,,145500,250 Gram,Kota Malang,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/9/6a2cb445-d7d6-4970-8028-0ff7b0e9108e.jpg
1653385253-155,https://www.tokopedia.com/dekagro23/fungidida-dennis-75wp-100gr?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,"FUNGIDIDA ""DENNIS 75WP"" 100GR",,,52500,125 Gram,Kab. Purworejo,https://images.tokopedia.net/img/cache/100-square/product-1/2019/7/30/2764927/2764927_a747ef8b-edfd-4c21-be06-25862b26f18e_1000_1000.jpg
1653384959-142,https://www.tokopedia.com/adiratnaari/promo-fungisida-dennis-75wp-250gr-ru?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Promo FUNGISIDA DENNIS 75WP 250GR ru,,,183500,800 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/24/83e73b7c-6a24-455a-8f64-334f50b005bb.jpg
1653385294-157,https://www.tokopedia.com/egietani/fungisida-dennis-75wp-100-gr?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,"Fungisida Dennis 75Wp ,100 Gr",1,5,35000,200 Gram,Kab. Bogor,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/11/10/147909c8-31e8-4019-a8aa-7c2312569324.jpg
1653385332-159,https://www.tokopedia.com/ulfastore-1/new-fungisida-dennis-75wp?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,New! Fungisida Dennis 75WP,,,90000,3.000 Gram,Jakarta Selatan,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/1/27/e3312a90-1879-4349-840a-b7e0c0bdc7ea.jpg
1653385215-153,https://www.tokopedia.com/irojja/new-fungisida-dennis-75wp-100-gram?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,NEW FUNGISIDA DENNIS 75WP - 100 GRAM,,,94000,724 Gram,Kab. Tulungagung,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/3/20/a6a0f4b0-0c05-4980-a29d-1099d341b63e.jpg
1653385311-158,https://www.tokopedia.com/roy-mandiri/fungisida-dennis-75wp-100-gram?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,FUNGISIDA DENNIS 75WP - 100 GRAM,,,45000,130 Gram,Kab. Nganjuk,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2022/2/6/0b0ed0a0-3711-438f-9d66-57c6d3962baf.png
1653384918-140,https://www.tokopedia.com/newlarisi/terbaru-fungisida-dennis-75wp-250gr-tr?extParam=ivf%3Dfalse%26src%3Dsearch,Leaf Blast,Terbaru FUNGISIDA DENNIS 75WP 250GR Tr,,,186600,800 Gram,Kota Surabaya,https://images.tokopedia.net/img/cache/100-square/hDjmkQ/2022/5/19/a2ebbfa0-4f73-4b08-81a5-c55f00683798.jpg
